"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","PWCP0700","CPI weights: 07 - Transport","AL","Per thousand of the National CPI Total","A","Annual","2019","2019","_1000","Per thousand","0","Units",,,139.56,,
"USA","United States","PWCP0700","CPI weights: 07 - Transport","AL","Per thousand of the National CPI Total","A","Annual","2020","2020","_1000","Per thousand","0","Units",,,131.2758,,
"USA","United States","PWCP0700","CPI weights: 07 - Transport","AL","Per thousand of the National CPI Total","A","Annual","2021","2021","_1000","Per thousand","0","Units",,,145.1592,,
"USA","United States","PWCP0700","CPI weights: 07 - Transport","AL","Per thousand of the National CPI Total","A","Annual","2022","2022","_1000","Per thousand","0","Units",,,161.71,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","GP","Percentage change from previous period","A","Annual","2002","2002","PC","Percentage","0","Units",,,0.5,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","GP","Percentage change from previous period","A","Annual","2003","2003","PC","Percentage","0","Units",,,0.3,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","GP","Percentage change from previous period","A","Annual","2004","2004","PC","Percentage","0","Units",,,0.3,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","GP","Percentage change from previous period","A","Annual","2005","2005","PC","Percentage","0","Units",,,0,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","GP","Percentage change from previous period","A","Annual","2006","2006","PC","Percentage","0","Units",,,0.7,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","GP","Percentage change from previous period","A","Annual","2007","2007","PC","Percentage","0","Units",,,-0.7,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","GP","Percentage change from previous period","A","Annual","2008","2008","PC","Percentage","0","Units",,,1.2,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","GP","Percentage change from previous period","A","Annual","2009","2009","PC","Percentage","0","Units",,,0.6,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","GP","Percentage change from previous period","A","Annual","2010","2010","PC","Percentage","0","Units",,,-0.9,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,-0.3,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.7,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.2,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,0,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-0.2,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,0.3,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,0.6,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","GP","Percentage change from previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,0,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","GP","Percentage change from previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,0.8,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","GP","Percentage change from previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,0.9,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","GP","Percentage change from previous period","A","Annual","2021","2021","PC","Percentage","0","Units",,,2.1,,
"USA","United States","CPHP0900","HICP: 09 - Recreation and culture","GP","Percentage change from previous period","A","Annual","2022","2022","PC","Percentage","0","Units",,,3.1,,
"USA","United States","CPHP0600","HICP: 06 - Health","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",63.86,,
"USA","United States","CPHP0600","HICP: 06 - Health","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",66.35,,
"USA","United States","CPHP0600","HICP: 06 - Health","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",69.04,,
"USA","United States","CPHP0600","HICP: 06 - Health","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",71.68,,
"USA","United States","CPHP0600","HICP: 06 - Health","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",74.49,,
"USA","United States","CPHP0600","HICP: 06 - Health","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",77.51,,
"USA","United States","CPHP0600","HICP: 06 - Health","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",80.63,,
"USA","United States","CPHP0600","HICP: 06 - Health","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",83.65,,
"USA","United States","CPHP0600","HICP: 06 - Health","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",86.99,,
"USA","United States","CPHP0600","HICP: 06 - Health","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",89.91,,
"USA","United States","CPHP0600","HICP: 06 - Health","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",92.56,,
"USA","United States","CPHP0600","HICP: 06 - Health","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",94.7,,
"USA","United States","CPHP0600","HICP: 06 - Health","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",97.29,,
"USA","United States","CPHP0600","HICP: 06 - Health","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CPHP0600","HICP: 06 - Health","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",103.45,,
"USA","United States","CPHP0600","HICP: 06 - Health","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",106.17,,
"USA","United States","CPHP0600","HICP: 06 - Health","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",108.38,,
"USA","United States","CPHP0600","HICP: 06 - Health","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",109.65,,
"USA","United States","CPHP0600","HICP: 06 - Health","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",112.19,,
"USA","United States","CPHP0600","HICP: 06 - Health","IXOB","Index","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",114.52,,
"USA","United States","CPHP0600","HICP: 06 - Health","IXOB","Index","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",117.89,,
"USA","United States","PWCPLR01","CPI weights: Services less housing","AL","Per thousand of the National CPI Total","A","Annual","1997","1997","_1000","Per thousand","0","Units",,,293.6474,,
"USA","United States","PWCPLR01","CPI weights: Services less housing","AL","Per thousand of the National CPI Total","A","Annual","1998","1998","_1000","Per thousand","0","Units",,,296.2575,,
"USA","United States","PWCPLR01","CPI weights: Services less housing","AL","Per thousand of the National CPI Total","A","Annual","1999","1999","_1000","Per thousand","0","Units",,,296.7076,,
"USA","United States","PWCPLR01","CPI weights: Services less housing","AL","Per thousand of the National CPI Total","A","Annual","2000","2000","_1000","Per thousand","0","Units",,,295.7329,,
"USA","United States","PWCPLR01","CPI weights: Services less housing","AL","Per thousand of the National CPI Total","A","Annual","2001","2001","_1000","Per thousand","0","Units",,,301.4812,,
"USA","United States","PWCPLR01","CPI weights: Services less housing","AL","Per thousand of the National CPI Total","A","Annual","2002","2002","_1000","Per thousand","0","Units",,,301.927,,
"USA","United States","PWCPLR01","CPI weights: Services less housing","AL","Per thousand of the National CPI Total","A","Annual","2003","2003","_1000","Per thousand","0","Units",,,304.863,,
"USA","United States","PWCPLR01","CPI weights: Services less housing","AL","Per thousand of the National CPI Total","A","Annual","2004","2004","_1000","Per thousand","0","Units",,,296.8613,,
"USA","United States","PWCPLR01","CPI weights: Services less housing","AL","Per thousand of the National CPI Total","A","Annual","2005","2005","_1000","Per thousand","0","Units",,,296.3235,,
"USA","United States","PWCPLR01","CPI weights: Services less housing","AL","Per thousand of the National CPI Total","A","Annual","2006","2006","_1000","Per thousand","0","Units",,,288.8174,,
"USA","United States","PWCPLR01","CPI weights: Services less housing","AL","Per thousand of the National CPI Total","A","Annual","2007","2007","_1000","Per thousand","0","Units",,,287.6088,,
"USA","United States","PWCPLR01","CPI weights: Services less housing","AL","Per thousand of the National CPI Total","A","Annual","2008","2008","_1000","Per thousand","0","Units",,,296.4085,,
"USA","United States","PWCPLR01","CPI weights: Services less housing","AL","Per thousand of the National CPI Total","A","Annual","2009","2009","_1000","Per thousand","0","Units",,,300.4352,,
"USA","United States","PWCPLR01","CPI weights: Services less housing","AL","Per thousand of the National CPI Total","A","Annual","2010","2010","_1000","Per thousand","0","Units",,,302.465,,
"USA","United States","PWCPLR01","CPI weights: Services less housing","AL","Per thousand of the National CPI Total","A","Annual","2011","2011","_1000","Per thousand","0","Units",,,301.57,,
"USA","United States","PWCPLR01","CPI weights: Services less housing","AL","Per thousand of the National CPI Total","A","Annual","2012","2012","_1000","Per thousand","0","Units",,,302.6754,,
"USA","United States","PWCPLR01","CPI weights: Services less housing","AL","Per thousand of the National CPI Total","A","Annual","2013","2013","_1000","Per thousand","0","Units",,,306.755,,
"USA","United States","PWCPLR01","CPI weights: Services less housing","AL","Per thousand of the National CPI Total","A","Annual","2014","2014","_1000","Per thousand","0","Units",,,306,,
"USA","United States","PWCPLR01","CPI weights: Services less housing","AL","Per thousand of the National CPI Total","A","Annual","2015","2015","_1000","Per thousand","0","Units",,,312,,
"USA","United States","PWCPLR01","CPI weights: Services less housing","AL","Per thousand of the National CPI Total","A","Annual","2016","2016","_1000","Per thousand","0","Units",,,318.94,,
"USA","United States","PWCPLR01","CPI weights: Services less housing","AL","Per thousand of the National CPI Total","A","Annual","2017","2017","_1000","Per thousand","0","Units",,,317.91,,
"USA","United States","PWCPLR01","CPI weights: Services less housing","AL","Per thousand of the National CPI Total","A","Annual","2018","2018","_1000","Per thousand","0","Units",,,318.64,,
"USA","United States","PWCPLR01","CPI weights: Services less housing","AL","Per thousand of the National CPI Total","A","Annual","2019","2019","_1000","Per thousand","0","Units",,,319.73,,
"USA","United States","PWCPLR01","CPI weights: Services less housing","AL","Per thousand of the National CPI Total","A","Annual","2020","2020","_1000","Per thousand","0","Units",,,318.3971,,
"USA","United States","PWCPLR01","CPI weights: Services less housing","AL","Per thousand of the National CPI Total","A","Annual","2021","2021","_1000","Per thousand","0","Units",,,312.7308,,
"USA","United States","PWCPLR01","CPI weights: Services less housing","AL","Per thousand of the National CPI Total","A","Annual","2022","2022","_1000","Per thousand","0","Units",,,292.8138,,
"USA","United States","PWCP0400","CPI weights: 04 - Housing, water, electricity, gas and other fuels","AL","Per thousand of the National CPI Total","A","Annual","1997","1997","_1000","Per thousand","0","Units",,,340.2705,,
"USA","United States","PWCP0400","CPI weights: 04 - Housing, water, electricity, gas and other fuels","AL","Per thousand of the National CPI Total","A","Annual","1998","1998","_1000","Per thousand","0","Units",,,343.027,,
"USA","United States","PWCP0400","CPI weights: 04 - Housing, water, electricity, gas and other fuels","AL","Per thousand of the National CPI Total","A","Annual","1999","1999","_1000","Per thousand","0","Units",,,342.3926,,
"USA","United States","PWCP0400","CPI weights: 04 - Housing, water, electricity, gas and other fuels","AL","Per thousand of the National CPI Total","A","Annual","2000","2000","_1000","Per thousand","0","Units",,,346.7599,,
"USA","United States","PWCP0400","CPI weights: 04 - Housing, water, electricity, gas and other fuels","AL","Per thousand of the National CPI Total","A","Annual","2001","2001","_1000","Per thousand","0","Units",,,352.8507,,
"USA","United States","PWCP0400","CPI weights: 04 - Housing, water, electricity, gas and other fuels","AL","Per thousand of the National CPI Total","A","Annual","2002","2002","_1000","Per thousand","0","Units",,,353.8493,,
"USA","United States","PWCP0400","CPI weights: 04 - Housing, water, electricity, gas and other fuels","AL","Per thousand of the National CPI Total","A","Annual","2003","2003","_1000","Per thousand","0","Units",,,356.7538,,
"USA","United States","PWCP0400","CPI weights: 04 - Housing, water, electricity, gas and other fuels","AL","Per thousand of the National CPI Total","A","Annual","2004","2004","_1000","Per thousand","0","Units",,,367.1181,,
"USA","United States","PWCP0400","CPI weights: 04 - Housing, water, electricity, gas and other fuels","AL","Per thousand of the National CPI Total","A","Annual","2005","2005","_1000","Per thousand","0","Units",,,370.7611,,
"USA","United States","PWCP0400","CPI weights: 04 - Housing, water, electricity, gas and other fuels","AL","Per thousand of the National CPI Total","A","Annual","2006","2006","_1000","Per thousand","0","Units",,,373.9799,,
"USA","United States","PWCP0400","CPI weights: 04 - Housing, water, electricity, gas and other fuels","AL","Per thousand of the National CPI Total","A","Annual","2007","2007","_1000","Per thousand","0","Units",,,371.5988,,
"USA","United States","PWCP0400","CPI weights: 04 - Housing, water, electricity, gas and other fuels","AL","Per thousand of the National CPI Total","A","Annual","2008","2008","_1000","Per thousand","0","Units",,,379.8051,,
"USA","United States","PWCP0400","CPI weights: 04 - Housing, water, electricity, gas and other fuels","AL","Per thousand of the National CPI Total","A","Annual","2009","2009","_1000","Per thousand","0","Units",,,367.1508,,
"USA","United States","PWCP0400","CPI weights: 04 - Housing, water, electricity, gas and other fuels","AL","Per thousand of the National CPI Total","A","Annual","2010","2010","_1000","Per thousand","0","Units",,,363.79,,
"USA","United States","PWCP0400","CPI weights: 04 - Housing, water, electricity, gas and other fuels","AL","Per thousand of the National CPI Total","A","Annual","2011","2011","_1000","Per thousand","0","Units",,,360.32,,
"USA","United States","PWCP0400","CPI weights: 04 - Housing, water, electricity, gas and other fuels","AL","Per thousand of the National CPI Total","A","Annual","2012","2012","_1000","Per thousand","0","Units",,,362.4154,,
"USA","United States","PWCP0400","CPI weights: 04 - Housing, water, electricity, gas and other fuels","AL","Per thousand of the National CPI Total","A","Annual","2013","2013","_1000","Per thousand","0","Units",,,367.1,,
"USA","United States","PWCP0400","CPI weights: 04 - Housing, water, electricity, gas and other fuels","AL","Per thousand of the National CPI Total","A","Annual","2014","2014","_1000","Per thousand","0","Units",,,362.46,,
"USA","United States","PWCP0400","CPI weights: 04 - Housing, water, electricity, gas and other fuels","AL","Per thousand of the National CPI Total","A","Annual","2015","2015","_1000","Per thousand","0","Units",,,370.46,,
"USA","United States","PWCP0400","CPI weights: 04 - Housing, water, electricity, gas and other fuels","AL","Per thousand of the National CPI Total","A","Annual","2016","2016","_1000","Per thousand","0","Units",,,371.75,,
"USA","United States","PWCP0400","CPI weights: 04 - Housing, water, electricity, gas and other fuels","AL","Per thousand of the National CPI Total","A","Annual","2017","2017","_1000","Per thousand","0","Units",,,376.57,,
"USA","United States","PWCP0400","CPI weights: 04 - Housing, water, electricity, gas and other fuels","AL","Per thousand of the National CPI Total","A","Annual","2018","2018","_1000","Per thousand","0","Units",,,363.37,,
"USA","United States","PWCP0400","CPI weights: 04 - Housing, water, electricity, gas and other fuels","AL","Per thousand of the National CPI Total","A","Annual","2019","2019","_1000","Per thousand","0","Units",,,367.76,,
"USA","United States","PWCP0400","CPI weights: 04 - Housing, water, electricity, gas and other fuels","AL","Per thousand of the National CPI Total","A","Annual","2020","2020","_1000","Per thousand","0","Units",,,366.2883,,
"USA","United States","PWCP0400","CPI weights: 04 - Housing, water, electricity, gas and other fuels","AL","Per thousand of the National CPI Total","A","Annual","2021","2021","_1000","Per thousand","0","Units",,,360.6567,,
"USA","United States","PWCP0400","CPI weights: 04 - Housing, water, electricity, gas and other fuels","AL","Per thousand of the National CPI Total","A","Annual","2022","2022","_1000","Per thousand","0","Units",,,363.895,,
"USA","United States","CPHP1000","HICP: 10 - Education","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",52.57,,
"USA","United States","CPHP1000","HICP: 10 - Education","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",56.13,,
"USA","United States","CPHP1000","HICP: 10 - Education","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",60.15,,
"USA","United States","CPHP1000","HICP: 10 - Education","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",64,,
"USA","United States","CPHP1000","HICP: 10 - Education","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",67.95,,
"USA","United States","CPHP1000","HICP: 10 - Education","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",71.73,,
"USA","United States","CPHP1000","HICP: 10 - Education","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",75.8,,
"USA","United States","CPHP1000","HICP: 10 - Education","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",79.7,,
"USA","United States","CPHP1000","HICP: 10 - Education","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",83.21,,
"USA","United States","CPHP1000","HICP: 10 - Education","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",86.7,,
"USA","United States","CPHP1000","HICP: 10 - Education","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",90.15,,
"USA","United States","CPHP1000","HICP: 10 - Education","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",93.45,,
"USA","United States","CPHP1000","HICP: 10 - Education","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",96.51,,
"USA","United States","CPHP1000","HICP: 10 - Education","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CPHP1000","HICP: 10 - Education","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",102.8,,
"USA","United States","CPHP1000","HICP: 10 - Education","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",105.2,,
"USA","United States","CPHP1000","HICP: 10 - Education","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",107.61,,
"USA","United States","CPHP1000","HICP: 10 - Education","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",110.73,,
"USA","United States","CPHP1000","HICP: 10 - Education","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",112.91,,
"USA","United States","CPHP1000","HICP: 10 - Education","IXOB","Index","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",114.5,,
"USA","United States","CPHP1000","HICP: 10 - Education","IXOB","Index","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",117.61,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",69.72,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",71.19,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",73.54,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",75.94,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",78.45,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",81.48,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",84.75,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",86.85,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",88.09,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",90.23,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",92.77,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",94.69,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",97.24,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",102.65,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",104.83,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",107.25,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",110.48,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",112.35,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",117.7,,
"USA","United States","CPHP1100","HICP: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",126.77,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","IXOB","Index","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",71.3,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","IXOB","Index","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",74.17,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","IXOB","Index","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",76.14,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","IXOB","Index","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",78,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","IXOB","Index","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",79.44,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","IXOB","Index","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",81.25,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","IXOB","Index","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",83.54,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","IXOB","Index","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",85.54,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",87.51,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",89.53,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",93.09,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",95.47,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",97.34,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",103.76,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",107.95,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",112.31,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",115.88,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",118.5,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","IXOB","Index","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",120.03,,
"USA","United States","CPHP1200","HICP: 12 - Miscellaneous goods and services","IXOB","Index","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",128.85,,
"USA","United States","CPHP1000","HICP: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2002","2002","PC","Percentage","0","Units",,,6.2,,
"USA","United States","CPHP1000","HICP: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2003","2003","PC","Percentage","0","Units",,,6.8,,
"USA","United States","CPHP1000","HICP: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2004","2004","PC","Percentage","0","Units",,,7.1,,
"USA","United States","CPHP1000","HICP: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2005","2005","PC","Percentage","0","Units",,,6.4,,
"USA","United States","CPHP1000","HICP: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2006","2006","PC","Percentage","0","Units",,,6.2,,
"USA","United States","CPHP1000","HICP: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2007","2007","PC","Percentage","0","Units",,,5.6,,
"USA","United States","CPHP1000","HICP: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2008","2008","PC","Percentage","0","Units",,,5.7,,
"USA","United States","CPHP1000","HICP: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2009","2009","PC","Percentage","0","Units",,,5.1,,
"USA","United States","CPHP1000","HICP: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2010","2010","PC","Percentage","0","Units",,,4.4,,
"USA","United States","CPHP1000","HICP: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,4.2,,
"USA","United States","CPHP1000","HICP: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,4,,
"USA","United States","CPHP1000","HICP: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,3.7,,
"USA","United States","CPHP1000","HICP: 10 - Education","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,3.3,,
